1,0.0035
0.999999238,0.003500081
0.999996954,0.003500323
0.999993146,0.003500726
0.999987815,0.00350129
0.999980962,0.003502016
0.999972585,0.003502903
0.999962685,0.003503952
0.999951262,0.003505161
0.999938316,0.003506532
0.999923848,0.003508064
0.999907856,0.003509758
0.999890342,0.003511613
0.999871305,0.003513629
0.999850745,0.003515806
0.999828662,0.003518144
0.999805058,0.003520644
0.99977993,0.003523305
0.99975328,0.003526127
0.999725108,0.003529111
0.999695414,0.003532255
0.999664197,0.003535561
0.999631458,0.003539028
0.999597198,0.003542656
0.999561415,0.003546446
0.999524111,0.003550396
0.999485285,0.003554508
0.999444937,0.00355878
0.999403069,0.003563214
0.999359679,0.003567809
0.999314767,0.003572565
0.999268335,0.003577482
0.999220382,0.003582561
0.999170908,0.0035878
0.999119914,0.0035932
0.999067399,0.003598761
0.999013364,0.003604484
0.998957809,0.003610367
0.998900734,0.003616411
0.998842139,0.003622616
0.998782025,0.003628982
0.998720391,0.003635509
0.998657239,0.003642197
0.998592567,0.003649046
0.998526376,0.003656055
0.998458667,0.003663225
0.998389439,0.003670556
0.998318693,0.003678048
0.99824643,0.003685701
0.998172648,0.003693514
0.998097349,0.003701488
0.998020533,0.003709623
0.997942199,0.003717919
0.997862349,0.003726375
0.997780982,0.003734991
0.997698099,0.003743769
0.9976137,0.003752706
0.997527785,0.003761805
0.997440354,0.003771063
0.997351409,0.003780483
0.997260948,0.003790062
0.997168972,0.003799803
0.997075482,0.003809703
0.996980478,0.003819764
0.99688396,0.003829985
0.996785928,0.003840366
0.996686383,0.003850908
0.996585325,0.00386161
0.996482754,0.003872472
0.996378671,0.003883494
0.996273076,0.003894677
0.996165969,0.003906019
0.996057351,0.003917522
0.995947221,0.003929184
0.995835581,0.003941007
0.995722431,0.00395299
0.99560777,0.003965132
0.9954916,0.003977434
0.99537392,0.003989896
0.995254732,0.004002518
0.995134034,0.0040153
0.995011829,0.004028241
0.994888115,0.004041343
0.994762895,0.004054603
0.994636166,0.004068024
0.994507932,0.004081604
0.994378191,0.004095343
0.994246943,0.004109242
0.994114191,0.0041233
0.993979933,0.004137518
0.99384417,0.004151895
0.993706903,0.004166432
0.993568133,0.004181127
0.993427858,0.004195982
0.993286081,0.004210996
0.993142801,0.004226169
0.992998019,0.004241502
0.992851735,0.004256993
0.992703949,0.004272643
0.992554663,0.004288452
0.992403877,0.004304421
0.99225159,0.004320547
0.992097804,0.004336833
0.991942519,0.004353278
0.991785735,0.004369881
0.991627454,0.004386643
0.991467675,0.004403563
0.991306398,0.004420642
0.991143625,0.00443788
0.990979356,0.004455276
0.990813592,0.00447283
0.990646332,0.004490542
0.990477578,0.004508413
0.990307329,0.004526442
0.990135587,0.00454463
0.989962352,0.004562975
0.989787625,0.004581479
0.989611405,0.00460014
0.989433694,0.004618959
0.989254493,0.004637937
0.9890738,0.004657072
0.988891618,0.004676365
0.988707947,0.004695815
0.988522787,0.004715423
0.988336139,0.004735189
0.988148004,0.004755112
0.987958381,0.004775193
0.987767272,0.004795431
0.987574677,0.004815827
0.987380597,0.00483638
0.987185032,0.00485709
0.986987984,0.004877957
0.986789451,0.004898982
0.986589436,0.004920163
0.986387939,0.004941501
0.98618496,0.004962996
0.9859805,0.004984649
0.98577456,0.005006457
0.98556714,0.005028423
0.985358241,0.005050545
0.985147863,0.005072824
0.984936008,0.005095259
0.984722675,0.005117851
0.984507866,0.005140599
0.984291581,0.005163503
0.98407382,0.005186564
0.983854585,0.00520978
0.983633876,0.005233153
0.983411694,0.005256682
0.98318804,0.005280367
0.982962913,0.005304207
0.982736315,0.005328204
0.982508247,0.005352356
0.982278709,0.005376664
0.982047702,0.005401127
0.981815227,0.005425746
0.981581283,0.00545052
0.981345873,0.00547545
0.981108997,0.005500535
0.980870655,0.005525775
0.980630848,0.00555117
0.980389577,0.005576721
0.980146843,0.005602426
0.979902646,0.005628286
0.979656987,0.005654301
0.979409867,0.005680471
0.979161287,0.005706795
0.978911247,0.005733274
0.978659749,0.005759907
0.978406792,0.005786695
0.978152378,0.005813637
0.977896507,0.005840734
0.977639181,0.005867984
0.9773804,0.005895389
0.977120164,0.005922948
0.976858475,0.00595066
0.976595334,0.005978527
0.976330741,0.006006547
0.976064696,0.00603472
0.975797202,0.006063048
0.975528258,0.006091529
0.975257866,0.006120163
0.974986026,0.00614895
0.974712739,0.006177891
0.974438006,0.006206985
0.974161828,0.006236232
0.973884205,0.006265632
0.973605139,0.006295185
0.97332463,0.00632489
0.973042679,0.006354749
0.972759288,0.006384759
0.972474456,0.006414923
0.972188185,0.006445238
0.971900476,0.006475707
0.971611329,0.006506327
0.971320746,0.006537099
0.971028726,0.006568024
0.970735272,0.0065991
0.970440384,0.006630328
0.970144064,0.006661709
0.96984631,0.00669324
0.969547126,0.006724924
0.969246511,0.006756758
0.968944467,0.006788744
0.968640995,0.006820882
0.968336095,0.00685317
0.968029768,0.00688561
0.967722015,0.006918201
0.967412838,0.006950942
0.967102237,0.006983834
0.966790213,0.007016877
0.966476767,0.007050071
0.966161901,0.007083415
0.965845614,0.007116909
0.965527908,0.007150554
0.965208784,0.007184349
0.964888243,0.007218294
0.964566286,0.007252389
0.964242913,0.007286633
0.963918127,0.007321028
0.963591927,0.007355572
0.963264315,0.007390266
0.962935292,0.007425109
0.962604859,0.007460101
0.962273017,0.007495243
0.961939766,0.007530534
0.961605109,0.007565974
0.961269045,0.007601563
0.960931576,0.0076373
0.960592703,0.007673186
0.960252427,0.007709221
0.959910749,0.007745405
0.95956767,0.007781736
0.959223191,0.007818216
0.958877313,0.007854844
0.958530037,0.00789162
0.958181365,0.007928544
0.957831297,0.007965616
0.957479834,0.008002836
0.957126978,0.008040203
0.956772729,0.008077717
0.956417089,0.008115379
0.956060058,0.008153188
0.955701638,0.008191144
0.95534183,0.008229248
0.954980635,0.008267498
0.954618055,0.008305895
0.954254089,0.008344438
0.953888739,0.008383128
0.953522007,0.008421965
0.953153894,0.008460948
0.9527844,0.008500077
0.952413526,0.008539352
0.952041275,0.008578773
0.951667646,0.008618339
0.951292642,0.008658052
0.950916263,0.00869791
0.950538511,0.008737913
0.950159386,0.008778062
0.949778889,0.008818356
0.949397023,0.008858796
0.949013788,0.00889938
0.948629185,0.008940109
