AoA,AoA_mod,Cl,Cd,Cm
-20,-17.0431901341731,-0.527250277010676,0.23743226716445,0.0733663672264146
-19,-15.9635598139186,-0.541449738700075,0.228277074185736,0.0749835083935266
-18,-14.8940599345803,-0.553842767774029,0.216429476111663,0.0746976468929736
-17,-12.6571513206034,-0.774404940842204,0.185838431678402,0.05208456066453
-16,-11.742511484406,-0.759183749066984,0.163633421190198,0.04383775440005
-15,-10.6779867470872,-0.770689624374895,0.119646355356866,0.0197472076656866
-14,-9.61159094436,-0.78252914296717,0.0641323686301162,-0.00823647687509675
-13,-8.75637418230439,-0.756711790558094,0.0524980513976114,-0.00750026569505918
-12,-7.99770478956215,-0.713678374375878,0.0453553450365642,-0.00548979642493827
-11,-7.24773415383827,-0.669093819549075,0.040261642725628,-0.00347411700133145
-10,-6.49832460908104,-0.624409212510254,0.0361433009810956,-0.00135571727265353
-9,-5.80019267901638,-0.570580920967545,0.0332571481952284,0.000895538794895564
-8,-5.07134773129973,-0.522229291029629,0.0305202598084464,0.00283040624321339
-7,-4.38327294661415,-0.466607636731897,0.0278436488366688,0.00499741765153907
-6,-3.6903862123752,-0.411844036164403,0.0255920055218925,0.00706999466537161
-5,-2.98517113792277,-0.359278791625059,0.0236626409129088,0.0090515360487055
-4,-2.33196439513862,-0.297439563122161,0.0218325374260405,0.01012874022487
-3,-1.69975460189738,-0.231856215800252,0.0204085779644017,0.00738978337565926
-2,-1.15614885995568,-0.150473235525315,0.018368095703023,0.000288919567640871
-1,-0.575993515142081,-0.0756076808250047,0.0167800671150645,-0.00308646370674292
0,0.0743952434494151,-0.0132659570607906,0.0161062898126574,-0.000534555924993976
0,0.0740537813097212,-0.0132050684626352,0.016032431549553,-0.000532102399721696
1,0.752959646017384,0.044051562657285,0.0161305807047448,0.00349820888397769
2,1.4151557002165,0.104287841647449,0.0174578813475202,0.00409456508294499
3,1.97599859619914,0.182597139590625,0.0189419857508294,-0.00126159606416597
4,2.49269830715363,0.268777929983561,0.0202943467980975,-0.00799957084541129
5,3.12723927798082,0.333945588071556,0.0213478566108291,-0.00894437224320562
6,3.81459129485558,0.389696124355538,0.022227638015913,-0.00757859139029301
7,4.51960661188658,0.442296989093866,0.0238642984416198,-0.00565448767562743
8,5.19610851082409,0.499982288838335,0.0252795377202262,-0.00341836486412109
9,5.8883800997957,0.554855580433431,0.0267481448041791,-0.00155718975836621
10,6.60942614851115,0.604597888786719,0.0293241448247768,0.000387347035462079
11,7.29910348258792,0.659933780844479,0.0318476589608338,0.00265694404434932
12,8.04209729751564,0.70576242334156,0.0361708653561755,0.00483974888472557
13,8.79397688641946,0.75000657883983,0.0411193099437673,0.00688994365132198
14,9.58665939211731,0.786974869416539,0.0480343387009318,0.00853625120777809
15,10.4802869046975,0.805942921473787,0.0723661414739898,0.00359546549510918
16,11.6505443831822,0.775583071917106,0.14386732597417,-0.0367341416063778
17,12.6129119355955,0.782293587410173,0.167210047773737,-0.0475716710439507
18,14.7607359395968,0.577616739208458,0.206628267001372,-0.0727020930230621
19,15.8709308107839,0.557967090095042,0.217923467078621,-0.0727394779332829
20,16.9124259728376,0.550567785885381,0.229384772587741,-0.072832028598614
