AoA,AoA_mod,Cl,Cd,Cm
-30,-27.76287638660707,-0.3989177858545559,0.2844534786067123,0.05123123293248516
-29,-26.822498391075804,-0.3882861525069441,0.2692010267235566,0.048532351971128214
-28,-25.864768712867914,-0.3807486239252783,0.25733961474174666,0.046193509843643385
-27,-24.921949701194247,-0.3705522659236206,0.243672389910072,0.04230417368299014
-26,-23.966600354282484,-0.3625902831524029,0.23207826635206277,0.039906161550684244
-25,-23.04682493466353,-0.3482848546167932,0.21848693655527243,0.03678515784685586
-24,-22.011830107146746,-0.3545250368873585,0.214331819693211,0.03638306023858055
-23,-21.01326037110024,-0.3542699961171031,0.20686696643149705,0.03597637456612077
-22,-19.654231665637084,-0.4182910164059068,0.2234952614432077,0.04848281199262227
-21,-17.820217513840568,-0.5670101469958507,0.2653346636183271,0.07941390515836455
-20,-16.87010238786363,-0.5581148122124806,0.251470427461457,0.0793740727406467
-19,-15.941357042921497,-0.5454088763145511,0.23557333157939425,0.0771026778376342
-18,-14.938914474173043,-0.5458444285169856,0.22319635300961907,0.0763797377462839
-17,-13.918385401752001,-0.549505116762741,0.2094678680884298,0.07482721655714186
-16,-11.68220868083526,-0.7699367806550828,0.1787806777590059,0.05296469526317776
-15,-10.670499847194215,-0.772024667959594,0.151198534450203,0.04000080964461353
-14,-9.5572610201736,-0.7922171069814676,0.09003163946027692,0.006513225600076461
-13,-8.649898965957917,-0.7756981609575836,0.057289997224113855,-0.005975361494953219
-12,-7.807560531678858,-0.7475843802370037,0.047380610777525124,-0.006083846167451733
-11,-7.056339252826991,-0.7032228366843766,0.04044960890026645,-0.004651140871255118
-10,-6.317865002780603,-0.6565882776949342,0.03552646358783633,-0.002785509868120782
-9,-5.588517774804078,-0.608326213004082,0.03186603399409843,-0.00067466926092348
-8,-4.894914584071994,-0.5536903690058677,0.029223924495841744,0.001398991781251825
-7,-4.188335080458961,-0.5013684257559333,0.026326594672309096,0.0035462965775856156
-6,-3.493537506399687,-0.4469455609375424,0.024501192525900665,0.0056434605028927
-5,-2.815527816754173,-0.3895291263229067,0.022626386713330983,0.007735226358427753
-4,-2.136966993201254,-0.3322109684046212,0.021094825285607445,0.009748818921779232
-3,-1.4706703550303946,-0.2727058943728802,0.019225272433222293,0.010034077374171406
-2,-0.8957755109493364,-0.1969023015185079,0.01783347521836765,0.0053442230982451155
-1,-0.3678943299204589,-0.1127153603961139,0.016433410101428913,-0.0009357290371578557
0,0.250988588917168,-0.0447556011505968,0.014681006482525759,-0.002038397386956231
0,0.25158059107101455,-0.0448611653612733,0.014715239657186806,-0.002043205317263602
1,0.9360528804793439,0.0114028760763325,0.01408392372593075,0.0013104313525227002
2,1.5993856916069222,0.0714364516690438,0.014672704437780165,0.0043444634093021735
3,2.1567394303752936,0.150367926617587,0.01614488061981963,0.0005398245800232559
4,2.6631288283492087,0.2383872239222793,0.01745884706799039,-0.00617645864869764
5,3.2687265480534626,0.3087159636707934,0.018089909125725213,-0.009233066572023264
6,3.957750215907172,0.3641684157079979,0.0183156024856497,-0.008114714358280694
7,4.637431187219409,0.4212868319306068,0.018509732924862757,-0.006416499181277183
8,5.322239242144141,0.4774910005763973,0.02019774178638361,-0.004400621480464349
9,6.00687140139219,0.5337265344598814,0.02164336875898402,-0.002559825922180659
10,6.71816534808144,0.5852078110688477,0.02359594564250765,-0.0006075415196356527
11,7.410621496296491,0.6400481925626375,0.02604690248036131,0.001415369786647659
12,8.152907711874729,0.6860030122472799,0.02918658995131799,0.0033790721322083384
13,8.87692243641147,0.7352159544187169,0.03385839997789893,0.005866656253406851
14,9.660345253277631,0.7738354074722451,0.03961535711551773,0.007531844208206214
15,10.502988654334326,0.8018948073481702,0.05108775598795297,0.00852914027835362
16,11.62901179654634,0.7794227040827612,0.11937321382105905,-0.02602076411258243
17,12.616001036124384,0.7817427474226726,0.15548601606718657,-0.04368648916984462
18,14.929335047063034,0.5475526058522039,0.19493190249917317,-0.06984745393086382
19,15.965501180211403,0.5411035595536012,0.20764774721269136,-0.06961102622012041
20,16.886489952624068,0.5551926263258158,0.22229216436040322,-0.07230702698573552
21,17.687287442389948,0.5907138750594708,0.24264073822554838,-0.0796084352349191
22,18.571908705512794,0.6112878969750164,0.25985403380463745,-0.08486571009405049
23,19.503346299864916,0.6235137582954072,0.276203492650874,-0.08640605104654626
24,22.001998583563477,0.3562781673786444,0.19107474589220624,-0.03008897946798734
25,23.02963914830669,0.3513493772031166,0.19596132465281874,-0.029291241261188414
26,24.015172339708748,0.3539290590855674,0.20363019742759778,-0.030461404956847266
27,24.970720968471728,0.3618555064601838,0.21419644424607726,-0.03204983412115567
28,25.90751842244933,0.3731256122195107,0.22665248213152456,-0.03576814696254673
29,26.851785547987998,0.3830637465033398,0.23886543174433114,-0.03834829115971669
30,27.799055109176745,0.3924664946446557,0.25153189695405054,-0.041212752525906796
